Relativzeit;Datum;Absolutzeit;Every cycle;CW_DEVICE_READY;CW_NO_READ;CW_GOOD_READ;CW_EXTERNAL_OUTPUT_1;CW_EXTERNAL_OUTPUT_2;CW_RESULT_1;CW_RESULT_2;CW_SYSTEM_READY;CW_EXTERNAL_INPUT_1;CW_EXTERNAL_INPUT_2;CW_SENSOR_1;CW_SENSOR_2;CW_RESERVED_02;CW_RESERVED_03;CW_TRIGGER_SENSOR_NO;CW_TRIGGER_SENSOR_NC;GOOD_READ;NO_READ;DEVICE_READY;SYSTEM_READY;ATR_DO_STATE;HEAD_01;HEAD_03;HEAD_04;HEAD_05;DATA_01;DATA_02;DATA_03;DATA_04;DATA_05;DATA_06;DATA_07;DATA_08;DATA_09;DATA_10;DATA_11;DATA_12;DATA_13;DATA_14;DATA_15;DATA_16;DATA_17;DATA_18;DATA_19;DATA_20;DATA_21;DATA_22;DATA_23;DATA_24;DATA_25;DATA_26;DATA_27;ATR.IN.HEADER.RESERVED_05;ATR.IN.HEADER.BUFFER_OVERRUN;ATR.IN.HEADER.RESERVED_04;ATR.IN.HEADER.RESERVED_03;ATR.IN.HEADER.PLCERROR;ATR.IN.HEADER.HEARTBEAT;ATR.IN.HEADER.RESERVED_02;ATR.IN.HEADER.RESERVED_01;ATR.IN.HEADER.TRANSMIT_COUNT_BACK_B;ATR.IN.HEADER.RECIEVE_LENGTH_LSB_B;ATR.IN.HEADER.RECIEVE_LENGTH_MSB_B;ATR.IN.HEADER.RECIEVE_COUNT_B;BARCODE_AC[1];BARCODE_AC[2];BARCODE_AC[3];BARCODE_AC[4];BARCODE_AC[5];BARCODE_AC[6];BARCODE_AC[7];BARCODE_AC[8];BARCODE_AC[9];BARCODE_AC[10];BARCODE_AC[11];BARCODE_AC[12];Semicolon;B_BARCODE_AC[1];B_BARCODE_AC[2];B_BARCODE_AC[3];B_BARCODE_AC[4];B_BARCODE_AC[5];B_BARCODE_AC[6];B_BARCODE_AC[7];B_BARCODE_AC[8];B_BARCODE_AC[9];B_BARCODE_AC[10];B_BARCODE_AC[11];B_BARCODE_AC[12];TG_B.STATUS;xray_machine_ok;xray_ready;xray_power_on;Trigger;Fehler
3807690;13.03.2020;11:22:03.690;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3808672;13.03.2020;11:22:04.672;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3808717;13.03.2020;11:22:04.717;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3809676;13.03.2020;11:22:05.676;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3810668;13.03.2020;11:22:06.668;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3810711;13.03.2020;11:22:06.711;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3811695;13.03.2020;11:22:07.695;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3812690;13.03.2020;11:22:08.690;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3812723;13.03.2020;11:22:08.723;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3813670;13.03.2020;11:22:09.670;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3813716;13.03.2020;11:22:09.716;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3814691;13.03.2020;11:22:10.691;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3814724;13.03.2020;11:22:10.724;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3815699;13.03.2020;11:22:11.699;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3816695;13.03.2020;11:22:12.695;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3817666;13.03.2020;11:22:13.666;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3817707;13.03.2020;11:22:13.707;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3818699;13.03.2020;11:22:14.699;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3819666;13.03.2020;11:22:15.666;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3819707;13.03.2020;11:22:15.707;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3820677;13.03.2020;11:22:16.677;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3820723;13.03.2020;11:22:16.723;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3821667;13.03.2020;11:22:17.667;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3821711;13.03.2020;11:22:17.711;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3822662;13.03.2020;11:22:18.662;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3822707;13.03.2020;11:22:18.707;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3823697;13.03.2020;11:22:19.697;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;169;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3823996;13.03.2020;11:22:19.996;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3824668;13.03.2020;11:22:20.668;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3824708;13.03.2020;11:22:20.708;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3825701;13.03.2020;11:22:21.701;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3826669;13.03.2020;11:22:22.669;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3826716;13.03.2020;11:22:22.716;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3827662;13.03.2020;11:22:23.662;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3827706;13.03.2020;11:22:23.706;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3828691;13.03.2020;11:22:24.691;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3829661;13.03.2020;11:22:25.661;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3829705;13.03.2020;11:22:25.705;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3830701;13.03.2020;11:22:26.701;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3831674;13.03.2020;11:22:27.674;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3832670;13.03.2020;11:22:28.670;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3832714;13.03.2020;11:22:28.714;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3833668;13.03.2020;11:22:29.668;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3833708;13.03.2020;11:22:29.708;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3834672;13.03.2020;11:22:30.672;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3834714;13.03.2020;11:22:30.714;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3835691;13.03.2020;11:22:31.691;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3836671;13.03.2020;11:22:32.671;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3837663;13.03.2020;11:22:33.663;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3837705;13.03.2020;11:22:33.705;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3838699;13.03.2020;11:22:34.699;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3839705;13.03.2020;11:22:35.705;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3840699;13.03.2020;11:22:36.699;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3841673;13.03.2020;11:22:37.673;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3841718;13.03.2020;11:22:37.718;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3842668;13.03.2020;11:22:38.668;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3842714;13.03.2020;11:22:38.714;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3843664;13.03.2020;11:22:39.664;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3843707;13.03.2020;11:22:39.707;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3844663;13.03.2020;11:22:40.663;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3844705;13.03.2020;11:22:40.705;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;170;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
