Relativzeit;Datum;Absolutzeit;MACHINE_OK_XB1.190_XR;CODE_REQ_XB1.190_XR;XRAY_READY_XB1.190_XR;SPEED_OK_XB1.190_XR;SPARE_I80.4_XB1.190_XR;POWER_ON_XB1.190_XR;REPAIR_SWITCH_XB1.190_XR;SERVICE_MODE_XB1.190_XR;TRANSIT_MODE_XB1.190_XR;NO_SCAN_ACT_XB1.190_XR;LS3_XB1.190_XR;SPARE_I81.3_XB1.190_XR;ES_RESET_XB1.190_XR;SPARE_I81.5_XB1.190_XR;SPARE_I81.6_XB1.190_XR;SPARE_I81.7_XB1.190_XR;LS0_XB1.190_XR;LS1_XB1.190_XR;SPARE_I82.2_XB1.190_XR;SPARE_I82.3_XB1.190_XR;LS4_XB1.190_XR;SPARE_I82.5_XB1.190_XR;SPARE_I82.6_XB1.190_XR;XB1.190_ESB11-15;IB 512;IB 513;IB 514;IB 515;IB 516;IB 517;IB 518;IB 519;IB 520;IB 521;IB 522;IB 523;IB 524;IB 525;IB 526;IB 527;IB 528;IB 529;IB 530;IB 531;QB 512;QB 513;QB 514;QB 515;QB 516;QB 517;QB 518;QB 519;QB 520;QB 521;QB 522;QB 523;QB 524;QB 525;SEND_BUFFER[2];SEND_BUFFER[3];SEND_BUFFER[4];SEND_BUFFER[5];SEND_BUFFER[6];SEND_BUFFER[7];SEND_BUFFER[8];SEND_BUFFER[9];SEND_BUFFER[10];SEND_BUFFER[11];SEND_BUFFER[12];SEND_BUFFER[13];SEND_BUFFER[14];RCV_BUFFER.SCR_RES.ID_AC[1];RCV_BUFFER.SCR_RES.ID_AC[2];RCV_BUFFER.SCR_RES.ID_AC[3];RCV_BUFFER.SCR_RES.ID_AC[4];RCV_BUFFER.SCR_RES.ID_AC[5];RCV_BUFFER.SCR_RES.ID_AC[6];RCV_BUFFER.SCR_RES.ID_AC[7];RCV_BUFFER.SCR_RES.ID_AC[8];RCV_BUFFER.SCR_RES.ID_AC[9];RCV_BUFFER.SCR_RES.ID_AC[10];RCV_BUFFER.SCR_RES.ID_AC[11];RCV_BUFFER.SCR_RES.ID_AC[12];RCV_BUFFER.SCR_RES.HIGH_RISK_C;RCV_BUFFER.SCR_RES.SPARE_1_C;RCV_BUFFER.SCR_RES.RESULT_AC[1];RCV_BUFFER.SCR_RES.RESULT_AC[2];RCV_BUFFER.SCR_RES.RESULT_AC[3];RCV_BUFFER.SCR_RES.RESULT_AC[4];RCV_BUFFER.SCR_RES.RESULT_AC[5];RCV_BUFFER.SCR_RES.RESULT_AC[6];SEND_BUFFER[1];IB 532;QB 526;QB 527;QB 528;Trigger;Fehler
80062675;26.03.2020;14:24:36.675;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80063957;26.03.2020;14:24:37.957;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80064091;26.03.2020;14:24:38.091;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80064667;26.03.2020;14:24:38.667;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80064701;26.03.2020;14:24:38.701;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;72;32;0;0
80064737;26.03.2020;14:24:38.737;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;17;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;17;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80064805;26.03.2020;14:24:38.805;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80065581;26.03.2020;14:24:39.581;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80069182;26.03.2020;14:24:43.182;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80069216;26.03.2020;14:24:43.216;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80069262;26.03.2020;14:24:43.262;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80070705;26.03.2020;14:24:44.705;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80071480;26.03.2020;14:24:45.480;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80071549;26.03.2020;14:24:45.549;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80072958;26.03.2020;14:24:46.958;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;56;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80072992;26.03.2020;14:24:46.992;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;16;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;32;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;48;57;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80073034;26.03.2020;14:24:47.034;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80074546;26.03.2020;14:24:48.546;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80074613;26.03.2020;14:24:48.613;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80075455;26.03.2020;14:24:49.455;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80075872;26.03.2020;14:24:49.872;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80076569;26.03.2020;14:24:50.569;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80076605;26.03.2020;14:24:50.605;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;16;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;16;0;14;48;57;53;48;52;49;56;51;50;48;32;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80076640;26.03.2020;14:24:50.640;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;17;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;17;0;14;48;57;53;48;52;49;56;51;49;57;32;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80076709;26.03.2020;14:24:50.709;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;49;57;32;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80076882;26.03.2020;14:24:50.882;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;49;57;32;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80081055;26.03.2020;14:24:55.055;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;49;57;32;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80082074;26.03.2020;14:24:56.074;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;49;57;32;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
80082582;26.03.2020;14:24:56.582;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;32;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;65;32;32;48;65;0;0;0;0;0
80082616;26.03.2020;14:24:56.616;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80082855;26.03.2020;14:24:56.855;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80083399;26.03.2020;14:24:57.399;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80084321;26.03.2020;14:24:58.321;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;50;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80084989;26.03.2020;14:24:58.989;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;16;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;32;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80085022;26.03.2020;14:24:59.022;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
80089375;26.03.2020;14:25:03.375;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;82;32;32;48;82;0;0;0;0;0
80089410;26.03.2020;14:25:03.410;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80133198;26.03.2020;14:25:47.198;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80182183;26.03.2020;14:26:36.183;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80186882;26.03.2020;14:26:40.882;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80193521;26.03.2020;14:26:47.521;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80194574;26.03.2020;14:26:48.574;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80194675;26.03.2020;14:26:48.675;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80195656;26.03.2020;14:26:49.656;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80195928;26.03.2020;14:26:49.928;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80196587;26.03.2020;14:26:50.587;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80196623;26.03.2020;14:26:50.623;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
80196660;26.03.2020;14:26:50.660;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;16;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;16;0;14;48;57;53;48;52;49;56;51;49;57;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80196696;26.03.2020;14:26:50.696;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;17;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;17;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80196729;26.03.2020;14:26:50.729;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;113;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;17;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80196767;26.03.2020;14:26:50.767;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80197143;26.03.2020;14:26:51.143;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80201104;26.03.2020;14:26:55.104;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80202301;26.03.2020;14:26:56.301;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80203120;26.03.2020;14:26:57.120;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80203483;26.03.2020;14:26:57.483;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80204531;26.03.2020;14:26:58.531;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;49;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;50;49;32;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;32;72;32;0;0
80205001;26.03.2020;14:26:59.001;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;16;48;57;53;48;52;49;56;51;50;49;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;50;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;82;0;0;0;0;0
