Relativzeit;Datum;Absolutzeit;MACHINE_OK_XB1.190_XR;CODE_REQ_XB1.190_XR;XRAY_READY_XB1.190_XR;SPEED_OK_XB1.190_XR;SPARE_I80.4_XB1.190_XR;POWER_ON_XB1.190_XR;REPAIR_SWITCH_XB1.190_XR;SERVICE_MODE_XB1.190_XR;TRANSIT_MODE_XB1.190_XR;NO_SCAN_ACT_XB1.190_XR;LS3_XB1.190_XR;SPARE_I81.3_XB1.190_XR;ES_RESET_XB1.190_XR;SPARE_I81.5_XB1.190_XR;SPARE_I81.6_XB1.190_XR;SPARE_I81.7_XB1.190_XR;LS0_XB1.190_XR;LS1_XB1.190_XR;SPARE_I82.2_XB1.190_XR;SPARE_I82.3_XB1.190_XR;LS4_XB1.190_XR;SPARE_I82.5_XB1.190_XR;SPARE_I82.6_XB1.190_XR;XB1.190_ESB11-15;IB 512;IB 513;IB 514;IB 515;IB 516;IB 517;IB 518;IB 519;IB 520;IB 521;IB 522;IB 523;IB 524;IB 525;IB 526;IB 527;IB 528;IB 529;IB 530;IB 531;QB 512;QB 513;QB 514;QB 515;QB 516;QB 517;QB 518;QB 519;QB 520;QB 521;QB 522;QB 523;QB 524;QB 525;SEND_BUFFER[2];SEND_BUFFER[3];SEND_BUFFER[4];SEND_BUFFER[5];SEND_BUFFER[6];SEND_BUFFER[7];SEND_BUFFER[8];SEND_BUFFER[9];SEND_BUFFER[10];SEND_BUFFER[11];SEND_BUFFER[12];SEND_BUFFER[13];SEND_BUFFER[14];RCV_BUFFER.SCR_RES.ID_AC[1];RCV_BUFFER.SCR_RES.ID_AC[2];RCV_BUFFER.SCR_RES.ID_AC[3];RCV_BUFFER.SCR_RES.ID_AC[4];RCV_BUFFER.SCR_RES.ID_AC[5];RCV_BUFFER.SCR_RES.ID_AC[6];RCV_BUFFER.SCR_RES.ID_AC[7];RCV_BUFFER.SCR_RES.ID_AC[8];RCV_BUFFER.SCR_RES.ID_AC[9];RCV_BUFFER.SCR_RES.ID_AC[10];RCV_BUFFER.SCR_RES.ID_AC[11];RCV_BUFFER.SCR_RES.ID_AC[12];RCV_BUFFER.SCR_RES.HIGH_RISK_C;RCV_BUFFER.SCR_RES.SPARE_1_C;RCV_BUFFER.SCR_RES.RESULT_AC[1];RCV_BUFFER.SCR_RES.RESULT_AC[2];RCV_BUFFER.SCR_RES.RESULT_AC[3];RCV_BUFFER.SCR_RES.RESULT_AC[4];RCV_BUFFER.SCR_RES.RESULT_AC[5];RCV_BUFFER.SCR_RES.RESULT_AC[6];SEND_BUFFER[1];IB 532;QB 526;QB 527;QB 528;Trigger;Fehler
81853565;26.03.2020;14:54:27.565;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;113;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;17;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81853600;26.03.2020;14:54:27.600;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81854281;26.03.2020;14:54:28.281;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81854316;26.03.2020;14:54:28.316;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81854352;26.03.2020;14:54:28.352;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81857960;26.03.2020;14:54:31.960;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81859444;26.03.2020;14:54:33.444;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81860316;26.03.2020;14:54:34.316;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;57;53;48;52;49;56;51;52;57;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81860869;26.03.2020;14:54:34.869;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;33;0;16;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;32;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;48;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81860903;26.03.2020;14:54:34.903;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81861677;26.03.2020;14:54:35.677;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81864269;26.03.2020;14:54:38.269;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;65;32;32;48;65;0;0;0;0;0
81864303;26.03.2020;14:54:38.303;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81911122;26.03.2020;14:55:25.122;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81911191;26.03.2020;14:55:25.191;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81912465;26.03.2020;14:55:26.465;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81912642;26.03.2020;14:55:26.642;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81913170;26.03.2020;14:55:27.170;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81913203;26.03.2020;14:55:27.203;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;16;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;16;0;14;48;57;53;48;52;49;56;51;53;48;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81913259;26.03.2020;14:55:27.259;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;17;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;17;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81913293;26.03.2020;14:55:27.293;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81914105;26.03.2020;14:55:28.105;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81917636;26.03.2020;14:55:31.636;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81919257;26.03.2020;14:55:33.257;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81919961;26.03.2020;14:55:33.961;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81920062;26.03.2020;14:55:34.062;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81921553;26.03.2020;14:55:35.553;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;48;32;32;72;32;49;65;50;0;0;14;48;57;53;48;52;49;56;51;53;49;32;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;32;72;32;0;0
81921868;26.03.2020;14:55:35.868;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;16;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;32;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;48;57;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81921903;26.03.2020;14:55:35.903;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
81933260;26.03.2020;14:55:47.260;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;84;32;32;48;65;0;0;0;0;0
81933293;26.03.2020;14:55:47.293;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
81947795;26.03.2020;14:56:01.795;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
81954451;26.03.2020;14:56:08.451;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
81970044;26.03.2020;14:56:24.044;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
81988055;26.03.2020;14:56:42.055;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
82000604;26.03.2020;14:56:54.604;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
82000706;26.03.2020;14:56:54.706;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
82001795;26.03.2020;14:56:55.795;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
82002003;26.03.2020;14:56:56.003;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
82002685;26.03.2020;14:56:56.685;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
82002719;26.03.2020;14:56:56.719;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;33;0;0;0;0;0;0;0;0;0;0;53;49;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82002752;26.03.2020;14:56:56.752;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;17;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;17;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82002820;26.03.2020;14:56:56.820;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82003175;26.03.2020;14:56:57.175;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82007171;26.03.2020;14:57:01.171;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82008382;26.03.2020;14:57:02.382;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82009200;26.03.2020;14:57:03.200;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82009488;26.03.2020;14:57:03.488;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82010671;26.03.2020;14:57:04.671;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;32;72;32;0;0
82010841;26.03.2020;14:57:04.841;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;57;53;48;52;49;56;51;53;49;32;32;72;32;49;82;50;0;0;14;48;57;53;48;52;49;56;51;53;51;32;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;53;48;52;49;56;51;53;51;32;32;72;32;49;65;32;32;32;32;48;84;32;72;32;0;0
82010876;26.03.2020;14:57:04.876;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;84;0;0;0;0;0
82019058;26.03.2020;14:57:13.058;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;53;51;32;32;72;32;49;65;50;65;32;32;48;84;0;0;0;0;0
82019092;26.03.2020;14:57:13.092;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
82028346;26.03.2020;14:57:22.346;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
82028414;26.03.2020;14:57:22.414;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
82029592;26.03.2020;14:57:23.592;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
82029691;26.03.2020;14:57:23.691;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;51;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
82030261;26.03.2020;14:57:24.261;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;57;53;48;52;49;56;51;53;51;32;32;72;32;49;65;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;57;53;48;52;49;56;51;53;52;32;32;72;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;48;65;0;0;0;0;0
